3925,20160111,800,13.6,11,71,8.5
3925,20160112,800,14.1,12.4,81,10.9
3925,20160113,800,14.6,12.5,77,10.6
3925,20160114,800,17.2,14.7,75,12.7
3925,20160115,800,15.5,13.8,82,12.5
3925,20160116,800,14.6,14.2,95,13.8
3925,20160117,800,17.8,17.2,94,16.8
3925,20160118,800,17,15.8,88,15
3925,20160119,800,16,15.7,97,15.5
3925,20160120,800,16.2,15.2,89,14.4
3925,20160121,800,15.6,14.1,84,12.9
3925,20160122,800,16.2,14.9,86,13.9
3925,20160123,800,16.8,15.8,90,15.2
3925,20160124,800,18.7,16.2,76,14.4
3925,20160125,800,19.6,18.1,86,17.2
3925,20160126,800,19.3,18.3,90,17.6
3925,20160127,800,18.6,18.1,95,17.8
3925,20160128,800,14.1,13.8,96,13.5
3925,20160129,800,17.3,16,87,15.1
3925,20160130,800,15.5,14.1,85,13
3925,20160131,800,13.8,12.7,87,11.7
3925,20160201,800,14.5,13.8,92,13.2
3925,20160202,800,15.7,14.1,83,12.8
3925,20160203,800,18.8,17,83,15.9
3925,20160204,800,17.4,16.7,93,16.3
3925,20160205,800,17.6,16.9,93,16.5
3925,20160206,800,18,16.8,88,16
3925,20160207,800,20.9,18.2,76,16.5
3925,20160208,800,18.5,16.8,83,15.6
3925,20160209,800,19.1,17.2,82,16
3925,20160210,800,15.9,15,90,14.3
3925,20160211,800,12.5,11.9,93,11.4
3925,20160212,800,14.7,12.7,78,10.9
3925,20160213,800,14.4,13.4,89,12.6
3925,20160214,800,14.3,13.1,86,12
3925,20160215,800,14.7,13.5,87,12.6
3925,20160216,800,17.7,15.9,82,14.6
3925,20160217,800,17.5,16.7,92,16.2
3925,20160218,800,15.5,15.1,96,14.9
3925,20160219,800,13.5,13.2,96,12.9
3925,20160220,800,14.6,14.2,95,13.8
3925,20160221,800,15.9,14.4,84,13.2
3925,20160222,800,12.2,11.5,91,10.8
3925,20160223,800,15.5,14.7,91,14
3925,20160224,800,13.1,12.4,92,11.8
3925,20160225,800,15.8,15.3,94,14.9
3925,20160226,800,16.2,15.5,92,14.9
3925,20160227,800,16.8,15.5,87,14.6
3925,20160228,800,13.5,12.6,90,11.9
3925,20160229,800,14.1,13.2,90,12.5
3925,20160301,800,11,10.5,93,9.9
3925,20160302,800,10.4,10,95,9.6
3925,20160303,800,13,12.2,90,11.4
3925,20160304,800,12.6,11.7,89,10.9
3925,20160305,800,13.8,12.9,90,12.2
3925,20160306,800,14.9,14.3,93,13.8
3925,20160307,800,17,16.7,97,16.5
3925,20160308,800,17.1,16.6,95,16.3
3925,20160309,800,10.1,9.9,97,9.7
3925,20160310,800,11,10.4,92,9.8
3925,20160311,800,10.9,10.3,92,9.7
3925,20160312,800,8.3,6.9,81,5.2
3925,20160313,800,12.9,12.7,97,12.4
3925,20160314,800,13.6,12.7,89,11.8
3925,20160315,800,13,12.7,96,12.4
3925,20160316,800,11.4,11.1,96,10.8
3925,20160317,800,7.3,7.2,99,7.2
3925,20160318,800,13.5,13.3,98,13.2
3925,20160319,800,16.3,15.8,95,15.5
3925,20160320,800,18.1,16.4,83,15.2
3925,20160321,800,15.1,14.6,94,14.2
3925,20160322,800,15.4,15,95,14.6
3925,20160323,800,13.5,13.3,98,13.2
3925,20160324,800,16.9,16.7,98,16.6
3925,20160325,800,14.2,13.6,93,13.1
3925,20160326,800,15.5,15.1,96,14.9
3925,20160327,800,14.6,14.3,96,14
3925,20160328,800,12.7,12.5,97,12.2
3925,20160329,800,7,6.9,98,6.7
3925,20160330,800,6.8,6.7,98,6.5
3925,20160331,800,6.9,6.8,99,6.8
3925,20160401,800,12.8,12.4,95,12
3925,20160402,800,13.6,13.4,98,13.3
3925,20160403,900,16.8,16.5,97,16.3
3925,20160404,900,11,10.1,88,9.1
3925,20160405,900,6.6,6.5,99,6.5
3925,20160406,900,7.7,7.7,100,7.7
3925,20160407,900,9.3,9.2,98,9
3925,20160408,900,14.2,13.1,88,12.3
3925,20160409,900,12.2,11.4,90,10.6
3925,20160410,900,8.5,8.3,97,8.1
3925,20160411,900,7.9,7.8,98,7.6
3925,20160412,900,14.2,14,98,13.9
